 ,Label,Area,Mean,Min,Max,Length
312,47_D02_trka_bmpr211m2-1.nd2:3388-1525,232.387,891.941,474.000,3024.000,317.117
313,47_D02_trka_bmpr211m2-1.nd2:3116-1613,168.164,1032.883,493.000,2406.850,227.834
314,47_D02_trka_bmpr211m2-1.nd2:3536-1711,93.377,1060.200,580.000,2680.000,125.982
315,47_D02_trka_bmpr211m2-1.nd2:2474-2209,241.260,1561.750,501.000,8392.000,350.268
316,47_D02_trka_bmpr211m2-1.nd2:2454-2306,174.924,1329.264,503.260,9595.000,254.141
317,47_D02_trka_bmpr211m2-1.nd2:3449-3594,47.322,1887.755,0.000,8698.000,64.933
318,47_D02_trka_bmpr211m2-1.nd2:3284-3591,48.590,2781.533,536.030,5953.000,67.165
319,47_D02_trka_bmpr211m2-1.nd2:3210-2798,153.375,1640.577,571.980,4941.000,205.155
320,47_D02_trka_bmpr211m2-1.nd2:3298-2014,310.131,1103.389,494.000,3526.050,445.516
321,47_D02_trka_bmpr211m2-1.nd2:2430-1042,71.406,2582.013,520.000,6032.000,90.451
322,47_D02_trka_bmpr211m2-1.nd2:2911-1896,159.713,1309.753,473.000,4205.000,226.476
323,47_D02_trka_bmpr211m2-1.nd2:2714-1952,73.096,1552.470,537.000,4420.195,104.333
324,47_D02_trka_bmpr211m2-1.nd2:2137-1857,233.654,620.497,486.000,3348.200,342.939
325,47_D02_trka_bmpr211m2-1.nd2:2282-1863,209.148,1365.870,516.470,4664.000,301.394
326,47_D02_trka_bmpr211m2-1.nd2,127.179,1124.171,499.490,3149.470,181.976
327,47_D02_trka_bmpr211m2-1.nd2:2783-2091,127.179,1124.171,499.490,3149.470,181.976
328,47_D02_trka_bmpr211m2-1.nd2:2488-2044,274.639,1309.147,477.000,14400.000,365.532
329,47_D02_trka_bmpr211m2-1.nd2:2582-2066,93.800,2085.099,529.000,7326.647,129.970
330,47_D02_trka_bmpr211m2-1.nd2:3096-2172,159.713,2042.783,508.000,5248.610,207.135
331,47_D02_trka_bmpr211m2-1.nd2:3060-2057,124.221,2030.482,502.000,5168.000,177.508
332,47_D02_trka_bmpr211m2-1.nd2:3193-2039,186.332,1543.031,484.860,4432.000,255.844
333,47_D02_trka_bmpr211m2-1.nd2:3519-2081,69.294,1018.012,501.000,3368.000,93.730
334,47_D02_trka_bmpr211m2-1.nd2:3581-2007,38.872,547.909,470.840,1098.000,56.714
335,47_D02_trka_bmpr211m2-1.nd2:3406-1826,193.937,1340.235,496.000,3113.800,274.714
336,47_D02_trka_bmpr211m2-1.nd2:3281-1853,315.201,991.327,466.000,11245.000,451.970
337,47_D02_trka_bmpr211m2-1.nd2:3176-1996,182.529,994.418,476.040,3714.390,262.637
338,47_D02_trka_bmpr211m2-1.nd2:3386-1448,70.139,1336.472,509.670,4119.000,97.927
339,47_D02_trka_bmpr211m2-1.nd2:3045-1473,171.544,1133.454,545.000,3982.540,249.709
340,47_D02_trka_bmpr211m2-1.nd2:2790-1556,173.234,1229.748,479.000,5439.000,239.421
341,47_D02_trka_bmpr211m2-1.nd2:1570-2191,103.940,984.218,513.945,3510.000,134.587
342,47_D02_trka_bmpr211m2-1.nd2:3339-2141,266.611,1122.400,521.000,4773.440,378.576
343,47_D02_trka_bmpr211m2-1.nd2:2575-2560,115.348,2213.807,517.000,7814.000,164.508
344,47_D02_trka_bmpr211m2-1.nd2:3386-3273,177.459,1444.717,534.120,3137.000,264.134
345,47_D02_trka_bmpr211m2-1.nd2:3248-3249,237.880,978.081,526.510,2713.737,350.362
346,47_D02_trka_bmpr211m2-1.nd2:3083-1766,278.864,825.730,531.000,3920.000,400.029
347,47_D02_trka_bmpr211m2-1.nd2:3163-1719,330.412,1118.938,513.000,3849.000,470.095
348,47_D02_trka_bmpr211m2-1.nd2:2835-1844,163.516,937.458,517.150,2915.800,245.421
349,47_D02_trka_bmpr211m2-1.nd2:3085-1818,54.083,1315.960,542.320,2751.000,78.768
350,47_D02_trka_bmpr211m2-1.nd2:3274-1643,178.727,866.024,520.000,2888.850,248.035
351,47_D02_trka_bmpr211m2-1.nd2:3428-1638,167.319,840.517,509.600,2264.560,243.867
352,47_D02_trka_bmpr211m2-1.nd2:2925-1763,244.640,740.428,523.265,1748.656,354.257
353,47_D02_trka_bmpr211m2-1.nd2:2649-2935,172.389,682.997,484.128,1736.000,226.441
354,47_D02_trka_bmpr211m2-1.nd2:2745-2720,133.517,1004.818,494.000,4461.650,187.905
355,47_D02_trka_bmpr211m2-1.nd2:2850-2672,158.446,1038.803,531.143,2857.940,238.613
356,47_D02_trka_bmpr211m2-1.nd2:3127-2577,456.746,1077.074,542.018,3198.090,669.798
357,47_D02_trka_bmpr211m2-1.nd2:3278-2488,200.275,1190.871,560.000,3116.000,278.970
358,47_D02_trka_bmpr211m2-1.nd2:3479-2450,102.673,821.039,500.200,1611.110,151.951
359,47_D02_trka_bmpr211m2-1.nd2:3379-2499,241.260,1359.427,512.210,3127.000,345.388
360,47_D02_trka_bmpr211m2-1.nd2:3075-2361,122.531,1071.794,487.000,3302.344,182.490
361,47_D02_trka_bmpr211m2-1.nd2:3396-3110,191.402,1148.755,454.740,3095.350,275.722
